Numéro de spécimen cultivé;Détermination acceptée;famille;Familie Citation d'auteurs;genre;Genre Citation d'auteurs;Genre Hybride;espece;Espèce Citation d'auteurs;Espèce Hybride;Sous-espèce;Sous-espèce Citation d'auteurs;Sous-espèce Hybride;Rang taxonomique;Citation d'auteurs;Cultivar;Code ipen;Secteur
19801184I0;Ilex aquifolium L.;Aquifoliaceae;Bercht. & J.Presl;Ilex;L.;;aquifolium;L.;;;;;;;;XX0G19801184;Entretien général et dendrologie
19801189I0;Aesculus flava Sol.;Sapindaceae;Juss.;Aesculus;L.;;flava;Sol.;;;;;;;;XX0G19801189;Entretien général et dendrologie
19986872N1;Callicarpa japonica Thunb.;Lamiaceae;Martinov;Callicarpa;L.;;japonica;Thunb.;;;;;;;;JP0G19986872;Agriculture et Conservation
19860991J0;Quercus myrsinifolia Blume;Fagaceae;Dumort.;Quercus;L.;;myrsinifolia;Blume;;;;;;;;XX0G19860991;Entretien général et dendrologie
19860942I0;Prunus prostrata Labill.;Rosaceae;Juss.;Prunus;L.;;prostrata;Labill.;;;;;;;;XX0G19860942;Entretien général et dendrologie
19860993J0;Vitex negundo L.;Lamiaceae;Martinov;Vitex;L.;;negundo;L.;;;;;;;;CH0G19860993;Entretien général et dendrologie
19860990J0;Humulus lupulus L.;Cannabaceae;Martinov;Humulus;L.;;lupulus;L.;;;;;;;;XX0G19860990;Entretien général et dendrologie
19801208J0;Pourthiaea villosa subsp. laevis (Thunb.) Stapf;Rosaceae;Juss.;Pourthiaea;Decne.;;villosa;(Thunb.) Decne.;;laevis;(Thunb.) Stapf;;subsp.;;;XX0G19801208;Entretien général et dendrologie
19801212J0;Amelanchier stolonifera Wiegand;Rosaceae;Juss.;Amelanchier;Medik.;;stolonifera;Wiegand;;;;;;;;XX0G19801212;Entretien général et dendrologie
19801210J0;Aesculus californica (Spach) Nutt.;Sapindaceae;Juss.;Aesculus;L.;;californica;(Spach) Nutt.;;;;;;;;XX0G19801210;Entretien général et dendrologie
19801203I0;Photinia beauverdiana C.K.Schneid.;Rosaceae;Juss.;Photinia;Lindl.;;beauverdiana;C.K.Schneid.;;;;;;;;XX0G19801203;Entretien général et dendrologie
19801204J0;Celtis caucasica Willd.;Cannabaceae;Martinov;Celtis;L.;;caucasica;Willd.;;;;;;;;XX0G19801204;Entretien général et dendrologie
19801202I0;Sophora japonica L.;Fabaceae;Juss.;Sophora;L.;;japonica;L.;;;;;;;;XX0G19801202;Entretien général et dendrologie
19801200J0;Quercus aliena Blume;Fagaceae;Dumort.;Quercus;L.;;aliena;Blume;;;;;;;;XX0G19801200;Entretien général et dendrologie
19861227N0;Jasminum humile L.;Oleaceae;Hoffmanns. & Link;Jasminum;L.;;humile;L.;;;;;;;;XX-0-JAY-19861227;Entretien général et dendrologie
19861228N0;Ruscus aculeatus L.;Asparagaceae;Juss.;Ruscus;L.;;aculeatus;L.;;;;;;;;XX0G19861228;Agriculture et Conservation
19861248I0;Tsuga chinensis (Franch.) Pritz.;Pinaceae;Spreng. ex Rudolphi;Tsuga;(Endl.) Carrière;;chinensis;(Franch.) Pritz.;;;;;;;;XX0G19861248;Entretien général et dendrologie
19801224I0;Platanus ×hispanica Münchh.;Platanaceae;T.Lestib.;Platanus;L.;;×hispanica;Münchh.;VRAI;;;;;;;XX0G19801224;Entretien général et dendrologie
19801225I0;Platanus ×hispanica Münchh.;Platanaceae;T.Lestib.;Platanus;L.;;×hispanica;Münchh.;VRAI;;;;;;;XX0G19801225;Entretien général et dendrologie
19801215I0;Quercus coccinea Münchh.;Fagaceae;Dumort.;Quercus;L.;;coccinea;Münchh.;;;;;;;;XX0G19801215;Entretien général et dendrologie
19801221I0;Platanus ×hispanica Münchh.;Platanaceae;T.Lestib.;Platanus;L.;;×hispanica;Münchh.;VRAI;;;;;;;XX0G19801221;Entretien général et dendrologie
19801222I0;Platanus ×hispanica Münchh.;Platanaceae;T.Lestib.;Platanus;L.;;×hispanica;Münchh.;VRAI;;;;;;;XX0G19801222;Entretien général et dendrologie
19801223I0;Platanus ×hispanica Münchh.;Platanaceae;T.Lestib.;Platanus;L.;;×hispanica;Münchh.;VRAI;;;;;;;XX0G19801223;Entretien général et dendrologie
19896256N0;Crataegus dahurica C.K.Schneid.;Rosaceae;Juss.;Crataegus;L.;;dahurica;C.K.Schneid.;;;;;;;;XX0G19896256;Entretien général et dendrologie
19801232I0;Calycanthus occidentalis Hook. & Arn.;Calycanthaceae;Lindl.;Calycanthus;L.;;occidentalis;Hook. & Arn.;;;;;;;;XX0G19801232;Entretien général et dendrologie
19801230I0;Hedera colchica (K. Koch) K. Koch  'Dentata';Araliaceae;Juss.;Hedera;L.;;colchica;(K.Koch) K.Koch;;;;;;;Dentata;XX0G19801230;Entretien général et dendrologie
19861271N0;Rosa pimpinellifolia L.;Rosaceae;Juss.;Rosa;L.;;pimpinellifolia;L.;;;;;;;;XX0G19861271;Entretien général et dendrologie
19832607N0;Quercus pubescens Willd.;Fagaceae;Dumort.;Quercus;L.;;pubescens;Willd.;;;;;;;;XX0G19832607;Entretien général et dendrologie
19860860N0;Kolkwitzia amabilis Graebn.;Caprifoliaceae;Juss.;Kolkwitzia;Graebn.;;amabilis;Graebn.;;;;;;;;XX0G19860860;Entretien général et dendrologie
19860698N0;Lycium chinense Mill.;Solanaceae;Adans.;Lycium;L.;;chinense;Mill.;;;;;;;;XX0G19860698;Rocailles
19851223I0;Aesculus californica (Spach) Nutt.;Sapindaceae;Juss.;Aesculus;L.;;californica;(Spach) Nutt.;;;;;;;;XX0G19851223;Agriculture et Conservation
19861504N0;Empetrum nigrum subsp. hermaphroditum (Hagerup) Böcher;Ericaceae;Juss.;Empetrum;Tourn. ex L.;;nigrum;L.;;hermaphroditum;(Hagerup) Böcher;;subsp.;;;FI0G19861504;Rocailles
19896821I0;Allium atropurpureum Waldst. & Kit.;Amaryllidaceae;J.St.-Hil.;Allium;L.;;atropurpureum;Waldst. & Kit.;;;;;;;;XX0G19896821;Rocailles
19896819I0;Paeonia daurica subsp. coriifolia (Rupr.) D.Y.Hong;Paeoniaceae;Raf.;Paeonia;L.;;daurica;Andrews;;coriifolia;(Rupr.) D.Y.Hong;;subsp.;;;GE0G19896819;Rocailles
19881228I0;Liquidambar orientalis Mill.;Altingiaceae;Horan.;Liquidambar;L.;;orientalis;Mill.;;;;;;;;TR0G19881228;Entretien général et dendrologie
19867090N0;Dryas octopetala L.;Rosaceae;Juss.;Dryas;L.;;octopetala;L.;;;;;;;;CH0G198670901;Entretien général et dendrologie
19896832I0;Camassia quamash (Pursh) Greene;Asparagaceae;Juss.;Camassia;Lindl.;;quamash;(Pursh) Greene;;;;;;;;XX0G19896832;Rocailles
19896825I0;Allium triquetrum L.;Amaryllidaceae;J.St.-Hil.;Allium;L.;;triquetrum;L.;;;;;;;;XX0G19896825;Rocailles
19896822I0;Allium giganteum Regel;Amaryllidaceae;J.St.-Hil.;Allium;L.;;giganteum;Regel;;;;;;;;XX0G19896822;Rocailles
19700839I0;Microsorum punctatum (L.) Copel.;Polypodiaceae;J.Presl & C.Presl;Microsorum;Link;;punctatum;(L.) Copel.;;;;;;;;PE0G19700839;Serres
19700846I0;Psychotria maingayi Hook.f.;Rubiaceae;Juss.;Psychotria;L.;;maingayi;Hook.f.;;;;;;;;XX0G19700846;Serres
19810253I0;Chenopodium album L.;Amaranthaceae;Juss.;Chenopodium;L.;;album;L.;;;;;;;;XX0G19810253;Entretien général et dendrologie
19700850I0;Pyrrosia lanceolata (L.) Farw.;Polypodiaceae;J.Presl & C.Presl;Pyrrosia;Mirb.;;lanceolata;(L.) Farw.;;;;;;;;XX0G19700850;Serres
19783427I0;Linum flavum L.;Linaceae;DC. ex Perleb;Linum;L.;;flavum;L.;;;;;;;;XX0G19783427;Rocailles
19783428J0;Dioscorea balcanica Košanin;Dioscoreaceae;R.Br.;Dioscorea;L.;;balcanica;Košanin;;;;;;;;XX0G19783428;Rocailles
19937057I0;Salvia officinalis L.;Lamiaceae;Martinov;Salvia;L.;;officinalis;L.;;;;;;;;XX0G19937057;Rocailles
19937061N0;Calendula arvensis L.;Asteraceae;Giseke;Calendula;L.;;arvensis;L.;;;;;;;;FR0G19937061;Rocailles
19840951I1;Crocus sativus L.;Iridaceae;Juss.;Crocus;L.;;sativus;L.;;;;;;;;XX0G19840951;Entretien général et dendrologie
19937060I0;Salvia greggii A.Gray;Lamiaceae;Martinov;Salvia;L.;;greggii;A.Gray;;;;;;;;XX0G19937060;Rocailles
20110165N0;Festuca lemanii Bastard;Poaceae;Barnhart;Festuca;L.;;lemanii;Bastard;;;;;;;;FR0G20110165;Rocailles
19937064J0;Limonium bellidifolium (Gouan) Dumort.;Plumbaginaceae;Juss.;Limonium;Mill.;;bellidifolium;(Gouan) Dumort.;;;;;;;;XX0G19937064;Rocailles
19937080J0;Hemerocallis L.  'Bertie Ferris';Asphodelaceae;Juss.;Hemerocallis;L.;;;;;;;;;;Bertie Ferris;XX0G19937080;Entretien général et dendrologie
19937075N0;Iris tenax Lindl.;Iridaceae;Juss.;Iris;L.;;tenax;Lindl.;;;;;;;;AM0G19937075;Rocailles
19937081J0;Hemerocallis L.  'Tetrina Daughter';Asphodelaceae;Juss.;Hemerocallis;L.;;;;;;;;;;Tetrina Daughter;XX0G19937081;Entretien général et dendrologie
19937079J0;Hemerocallis L.  'Rococo';Asphodelaceae;Juss.;Hemerocallis;L.;;;;;;;;;;Rococo;XX0G19937079;Entretien général et dendrologie
19937071N0;Iris douglasiana Herb.;Iridaceae;Juss.;Iris;L.;;douglasiana;Herb.;;;;;;;;US0G19937071;Rocailles
19783429I0;Salix repens L.;Salicaceae;Mirb.;Salix;L.;;repens;L.;;;;;;;;XX0G19783429;Rocailles
19906906H0;Yucca filamentosa L.  'Variegata';Asparagaceae;Juss.;Yucca;L.;;filamentosa;L.;;;;;;;Variegata;XX0G19906906;Entretien général et dendrologie
19937101N0;Asphodelus albus Mill.;Asphodelaceae;Juss.;Asphodelus;L.;;albus;Mill.;;;;;;;;BG0G19937101;Rocailles
19810362I0;Festuca glauca Vill.;Poaceae;Barnhart;Festuca;L.;;glauca;Vill.;;;;;;;;XX-0-G-19810362;Agriculture et Conservation
19810368I0;Iris pallida Lam.  'Variegata';Iridaceae;Juss.;Iris;L.;;pallida;Lam.;;;;;;;Variegata;XX0G19810368;Entretien général et dendrologie
19810309I0;Melissa officinalis L.;Lamiaceae;Martinov;Melissa;Tourn. ex L.;;officinalis;L.;;;;;;;;XX0G19810309;Entretien général et dendrologie
19810308I0;Valeriana officinalis L.;Caprifoliaceae;Juss.;Valeriana;L.;;officinalis;L.;;;;;;;;XX0G19810308;Entretien général et dendrologie
19810313I0;Nicotiana tabacum L.;Solanaceae;Adans.;Nicotiana;L.;;tabacum;L.;;;;;;;;XX0G19810313;Entretien général et dendrologie
19810307I0;Saponaria officinalis L.;Caryophyllaceae;Juss.;Saponaria;L.;;officinalis;L.;;;;;;;;XX0G19810307;Entretien général et dendrologie
19977107N1;Calycanthus occidentalis Hook. & Arn.;Calycanthaceae;Lindl.;Calycanthus;L.;;occidentalis;Hook. & Arn.;;;;;;;;US0G19977107;Entretien général et dendrologie
20090905N0;Typha shuttleworthii W.D.J.Koch & Sond.;Typhaceae;Juss.;Typha;L.;;shuttleworthii;W.D.J.Koch & Sond.;;;;;;;;CH0FRIBG20070470;Rocailles
19700387I0;Pilea peperomioides Diels;Urticaceae;Juss.;Pilea;Lindl.;;peperomioides;Diels;;;;;;;;XX0G19700387;Serres
19783384J0;Pulsatilla rubra Delarbre;Ranunculaceae;Juss.;Pulsatilla;Mill.;;rubra;Delarbre;;;;;;;;XX0G19783384;Rocailles
19783381I0;Primula marginata Curtis;Primulaceae;Batsch ex Borkh.;Primula;L.;;marginata;Curtis;;;;;;;;XX0G19783381;Rocailles
19870299N0;Raoulia glabra Hook.f.;Asteraceae;Giseke;Raoulia;Hook.f.;;glabra;Hook.f.;;;;;;;;NZ0G19870299;Rocailles
19783391I0;Saxifraga sancta Griseb.;Saxifragaceae;Juss.;Saxifraga;L.;;sancta;Griseb.;;;;;;;;XX0G19783391;Rocailles
19783382I0;Silene muscipula L.;Caryophyllaceae;Juss.;Silene;L.;;muscipula;L.;;;;;;;;XX0G19783382;Rocailles
19810102I0;Achillea millefolium L.;Asteraceae;Giseke;Achillea;L.;;millefolium;L.;;;;;;;;XX0G19810102;Entretien général et dendrologie
19810103I0;Salvia virgata Jacq.;Lamiaceae;Martinov;Salvia;L.;;virgata;Jacq.;;;;;;;;XX0G19810103;Entretien général et dendrologie
19814519N0;Teucrium subspinosum Willd.;Lamiaceae;Martinov;Teucrium;L.;;subspinosum;Willd.;;;;;;;;ES0G19814519;Rocailles
19810104I0;Ruta graveolens L.;Rutaceae;Juss.;Ruta;L.;;graveolens;L.;;;;;;;;XX0G19810104;Entretien général et dendrologie
19821215N0;Santolina chamaecyparissus subsp. insularis (Fiori) Yeo;Asteraceae;Giseke;Santolina;L.;;chamaecyparissus;L.;;insularis;(Fiori) Yeo;;subsp.;;;FR0G19821215;Rocailles
19810343I0;Erodium manescavi Coss.;Geraniaceae;Juss.;Erodium;L'Hér.;;manescavi;Coss.;;;;;;;;XX0G19810343;Entretien général et dendrologie
19810341I0;Salvia glutinosa L.;Lamiaceae;Martinov;Salvia;L.;;glutinosa;L.;;;;;;;;XX0G19810341;Entretien général et dendrologie
19896853I0;Fritillaria uva-vulpis Fehér;Liliaceae;Juss.;Fritillaria;L.;;uva-vulpis;Fehér;;;;;;;;XX0G19896853;Rocailles
19896850I0;Fritillaria meleagris L.;Liliaceae;Juss.;Fritillaria;L.;;meleagris;L.;;;;;;;;XX0G19896850;Rocailles
19896855I0;Galanthus allenii Baker;Amaryllidaceae;J.St.-Hil.;Galanthus;L.;;allenii;Baker;;;;;;;;XX0G19896855;Rocailles
19810105I0;Thalictrum aquilegiifolium L.;Ranunculaceae;Juss.;Thalictrum;L.;;aquilegiifolium;L.;;;;;;;;XX0G19810105;Entretien général et dendrologie
19896857I0;Galanthus ikariae Baker;Amaryllidaceae;J.St.-Hil.;Galanthus;L.;;ikariae;Baker;;;;;;;;XX0G19896857;Rocailles
19896594N0;Yucca harrimaniae Trel.;Asparagaceae;Juss.;Yucca;L.;;harrimaniae;Trel.;;;;;;;;US0G19896594;Rocailles
19896861I0;Galanthus rizehensis Stern;Amaryllidaceae;J.St.-Hil.;Galanthus;L.;;rizehensis;Stern;;;;;;;;XX0G19896861;Rocailles
19896612N0;Fragaria virginiana Duchesne;Rosaceae;Juss.;Fragaria;L.;;virginiana;Duchesne;;;;;;;;US0G19896612;Rocailles
19896859I0;Galanthus lagodechianus Kem.-Nath.;Amaryllidaceae;J.St.-Hil.;Galanthus;L.;;lagodechianus;Kem.-Nath.;;;;;;;;XX0G19896859;Rocailles
19896864I0;Sternbergia lutea subsp. sicula (Guss.) K.Richt.;Amaryllidaceae;J.St.-Hil.;Sternbergia;Waldst. & Kit.;;lutea;(L.) Spreng.;;sicula;(Guss.) K.Richt.;;subsp.;;;XX0G19896864;Rocailles
19896870I0;Tulipa didieri Jord.;Liliaceae;Juss.;Tulipa;L.;;didieri;Jord.;;;;;;;;XX0G19896870;Rocailles
19896630N0;Haberlea rhodopensis Friv.;Gesneriaceae;Rich. & Juss.;Haberlea;Friv.;;rhodopensis;Friv.;;;;;;;;BG0G198966301;Rocailles
19896629N0;Allium carinatum L.;Amaryllidaceae;J.St.-Hil.;Allium;L.;;carinatum;L.;;;;;;;;BG0G19896629;Rocailles
19896627N0;Horminum pyrenaicum L.;Lamiaceae;Martinov;Horminum;L.;;pyrenaicum;L.;;;;;;;;IT0G19896627;Rocailles
19896628N0;Allium cernuum Roth;Amaryllidaceae;J.St.-Hil.;Allium;L.;;cernuum;Roth;;;;;;;;US0G19896628;Rocailles
19700060I0;Pachypodium lamerei Drake;Apocynaceae;Juss.;Pachypodium;Lindl.;;lamerei;Drake;;;;;;;;XX0G19700060;Serres
19700067I0;Sansevieria ehrenbergii Schweinf.;Asparagaceae;Juss.;Sansevieria;Thunb.;;ehrenbergii;Schweinf.;;;;;;;;XX0G19700067;Serres
19700066I0;Sansevieria parva N.E.Br.;Asparagaceae;Juss.;Sansevieria;Thunb.;;parva;N.E.Br.;;;;;;;;XX0G19700066;Serres
19700069I0;Sansevieria fischeri (Baker) Marais;Asparagaceae;Juss.;Sansevieria;Thunb.;;fischeri;(Baker) Marais;;;;;;;;XX0G19700069;Serres
19700089I0;Agave univittata Haw.;Asparagaceae;Juss.;Agave;L.;;univittata;Haw.;;;;;;;;XX0G19700089;Serres
19700100I0;Browningia hertlingiana (Rauh) Buxb.;Cactaceae;Juss.;Browningia;Britton & Rose;;hertlingiana;(Rauh) Buxb.;;;;;;;;XX0G19700100;Serres
19700102I0;Cereus jamacaru DC.;Cactaceae;Juss.;Cereus;Mill.;;jamacaru;DC.;;;;;;;;XX0G19700102;Serres
19700094I0;Agave stricta Salm-Dyck;Asparagaceae;Juss.;Agave;L.;;stricta;Salm-Dyck;;;;;;;;XX0G19700094;Serres
19700099I0;Beaucarnea recurvata Lem.;Asparagaceae;Juss.;Beaucarnea;Lem.;;recurvata;Lem.;;;;;;;;XX0G19700099;Serres
19700096I0;Agave tequilana Weber;Asparagaceae;Juss.;Agave;L.;;tequilana;Weber;;;;;;;;XX0G19700096;Serres
19700095I0;Agave striata Zucc.;Asparagaceae;Juss.;Agave;L.;;striata;Zucc.;;;;;;;;XX0G19700095;Serres
19700092I0;Agave parrasana A.Berger;Asparagaceae;Juss.;Agave;L.;;parrasana;A.Berger;;;;;;;;XX0G19700092;Serres
19700104I0;Cleistocactus hyalacanthus subsp. tarijensis (Cárdenas) Mottram;Cactaceae;Juss.;Cleistocactus;Lem.;;hyalacanthus;(K.Schum.) Gosse;;tarijensis;(Cárdenas) Mottram;;subsp.;;;XX0G19700104;Serres
19700103I0;Cereus repandus (L.) Mill.  'Monstrosus';Cactaceae;Juss.;Cereus;Mill.;;repandus;(L.) Mill.;;;;;;;Monstrosus;XX0G19700103;Serres
19700143I0;Graptopetalum paraguayense (N.E.Br.) Walther;Crassulaceae;J.St.-Hil.;Graptopetalum;Rose;;paraguayense;(N.E.Br.) Walther;;;;;;;;XX0G19700143;Serres
19700150I0;Oreocereus celsianus (Salm-Dyck) Riccob.;Cactaceae;Juss.;Oreocereus;(A.Berger) Riccob.;;celsianus;(Salm-Dyck) Riccob.;;;;;;;;XX0G19700150;Serres
19700147I0;Inga pulcherrima Paxton;Fabaceae;Juss.;Inga;Mill.;;pulcherrima;Paxton;;;;;;;;XX0G19700147;Serres
19700140I0;Espostoa melanostele (Vaupel) Borg;Cactaceae;Juss.;Espostoa;Britton & Rose;;melanostele;(Vaupel) Borg;;;;;;;;XX0G19700140;Serres
19700156I0;Pyrostegia venusta (Ker Gawl.) Miers;Bignoniaceae;Juss.;Pyrostegia;C.Presl;;venusta;(Ker Gawl.) Miers;;;;;;;;XX0G19700156;Serres
19700139I0;Espostoa lanata (Kunth) Britton & Rose;Cactaceae;Juss.;Espostoa;Britton & Rose;;lanata;(Kunth) Britton & Rose;;;;;;;;XX0G19700139;Serres
19700161I0;Sedum treleasei Rose;Crassulaceae;J.St.-Hil.;Sedum;L.;;treleasei;Rose;;;;;;;;XX0G19700161;Serres
19700129I0;Echeveria setosa Rose & Purpus;Crassulaceae;J.St.-Hil.;Echeveria;DC.;;setosa;Rose & Purpus;;;;;;;;XX0G19700129;Serres
19700176I0;Echinopsis spachiana (Lem.) Friedrich & G.D.Rowley;Cactaceae;Juss.;Echinopsis;Zucc.;;spachiana;(Lem.) Friedrich & G.D.Rowley;;;;;;;;XX0G19700176;Serres
19700171I0;Neobuxbaumia polylopha (DC.) Backeb.;Cactaceae;Juss.;Neobuxbaumia;Backeb.;;polylopha;(DC.) Backeb.;;;;;;;;XX0G19700171;Serres
19700193I0;Canna indica L.;Cannaceae;Juss.;Canna;L.;;indica;L.;;;;;;;;XX0G19700193;Serres
19810187I0;Viola tricolor L.;Violaceae;Batsch;Viola;L.;;tricolor;L.;;;;;;;;XX0G19810187;Entretien général et dendrologie
19810193I0;Cimicifuga racemosa (L.) Nutt.;Ranunculaceae;Juss.;Cimicifuga;Wernisch.;;racemosa;(L.) Nutt.;;;;;;;;XX0G19810193;Entretien général et dendrologie
19810186I0;Petroselinum crispum (Mill.) Fuss;Apiaceae;Lindl.;Petroselinum;Hill;;crispum;(Mill.) Fuss;;;;;;;;XX0G19810186;Entretien général et dendrologie
19810191I0;Althaea officinalis L.;Malvaceae;Juss.;Althaea;L.;;officinalis;L.;;;;;;;;XX0G19810191;Entretien général et dendrologie
19810195I0;Glycyrrhiza glabra L.;Fabaceae;Juss.;Glycyrrhiza;Tourn. ex L.;;glabra;L.;;;;;;;;XX0G19810195;Entretien général et dendrologie
19700189I0;Billbergia nutans Regel;Bromeliaceae;Juss.;Billbergia;Thunb.;;nutans;Regel;;;;;;;;XX0G19700189;Serres
19810210I0;Cichorium intybus L.;Asteraceae;Giseke;Cichorium;L.;;intybus;L.;;;;;;;;XX0G19810210;Entretien général et dendrologie
19850395N0;Symphytum officinale L.;Boraginaceae;Juss.;Symphytum;L.;;officinale;L.;;;;;;;;AT0G19850395;Entretien général et dendrologie
19810204I0;Coix lacryma-jobi L.;Poaceae;Barnhart;Coix;L.;;lacryma-jobi;L.;;;;;;;;XX0G19810204;Entretien général et dendrologie
19881236N0;Scrophularia nodosa L.;Scrophulariaceae;Juss.;Scrophularia;L.;;nodosa;L.;;;;;;;;XX0G19881236;Entretien général et dendrologie
19810203I0;Linum usitatissimum L.;Linaceae;DC. ex Perleb;Linum;L.;;usitatissimum;L.;;;;;;;;XX0G19810203;Entretien général et dendrologie
19810201I0;Papaver rhoeas L.;Papaveraceae;Juss.;Papaver;L.;;rhoeas;L.;;;;;;;;XX0G19810201;Entretien général et dendrologie
19810197I0;Rubus idaeus L.;Rosaceae;Juss.;Rubus;L.;;idaeus;L.;;;;;;;;XX0G19810197;Entretien général et dendrologie
19810220I0;Peumus boldus Molina;Monimiaceae;Juss.;Peumus;Molina;;boldus;Molina;;;;;;;;XX0G19810220;Entretien général et dendrologie
19810219I0;Matricaria chamomilla L.;Asteraceae;Giseke;Matricaria;L.;;chamomilla;L.;;;;;;;;XX0G19810219;Entretien général et dendrologie
19810211I0;Carum carvi L.;Apiaceae;Lindl.;Carum;L.;;carvi;L.;;;;;;;;XX0G19810211;Entretien général et dendrologie
19810221I0;Trigonella foenum-graecum L.;Fabaceae;Juss.;Trigonella;L.;;foenum-graecum;L.;;;;;;;;XX0G19810221;Entretien général et dendrologie
19810215I0;Salvia officinalis L.;Lamiaceae;Martinov;Salvia;L.;;officinalis;L.;;;;;;;;XX0G19810215;Entretien général et dendrologie
19810225I0;Silybum marianum (L.) Gaertn.;Asteraceae;Giseke;Silybum;Adans.;;marianum;(L.) Gaertn.;;;;;;;;XX0G19810225;Entretien général et dendrologie
19810224I0;Fagopyrum esculentum Moench;Polygonaceae;Juss.;Fagopyrum;Mill.;;esculentum;Moench;;;;;;;;XX0G19810224;Entretien général et dendrologie
19810208I0;Angelica archangelica L.;Apiaceae;Lindl.;Angelica;L.;;archangelica;L.;;;;;;;;XX0G19810208;Entretien général et dendrologie
19810212I0;Artemisia absinthium L.;Asteraceae;Giseke;Artemisia;L.;;absinthium;L.;;;;;;;;XX0G19810212;Entretien général et dendrologie
19810218I0;Raphanus sativus L.;Brassicaceae;Burnett;Raphanus;L.;;sativus;L.;;;;;;;;XX0G19810218;Entretien général et dendrologie
19700007I0;Alluaudia ascendens (Drake) Drake;Didiereaceae;Radlk.;Alluaudia;Drake;;ascendens;(Drake) Drake;;;;;;;;XX0G19700007;Serres
19700009I0;Alluaudia procera (Drake) Drake;Didiereaceae;Radlk.;Alluaudia;Drake;;procera;(Drake) Drake;;;;;;;;XX0G19700009;Serres
19700016I0;Aloidendron dichotomum (Masson) Klopper & Gideon F.Sm.;Asphodelaceae;Juss.;Aloidendron;(A.Berger) Klopper & Gideon F.Sm.;;dichotomum;(Masson) Klopper & Gideon F.Sm.;;;;;;;;XX0G19700016;Serres
19810147I0;Aloysia triphylla (L'Hér.) Britton;Verbenaceae;J.St.-Hil.;Aloysia;Paláu;;triphylla;(L'Hér.) Britton;;;;;;;;XX0G19810147;Entretien général et dendrologie
19810333I0;Borago officinalis L.;Boraginaceae;Juss.;Borago;L.;;officinalis;L.;;;;;;;;XX0G19810333;Entretien général et dendrologie
19810145I0;Myrtus communis L.;Myrtaceae;Juss.;Myrtus;L.;;communis;L.;;;;;;;;XX0G19810145;Entretien général et dendrologie
19810323I0;Echinacea purpurea (L.) Moench;Asteraceae;Giseke;Echinacea;Moench;;purpurea;(L.) Moench;;;;;;;;XX0G19810323;Entretien général et dendrologie
19810176I0;Filipendula ulmaria (L.) Maxim.;Rosaceae;Juss.;Filipendula;Mill.;;ulmaria;(L.) Maxim.;;;;;;;;XX0G19810176;Entretien général et dendrologie
19810178I0;Hyoscyamus niger L.;Solanaceae;Adans.;Hyoscyamus;Tourn. ex L.;;niger;L.;;;;;;;;XX0G19810178;Entretien général et dendrologie
19810330I0;Digitalis purpurea L.;Plantaginaceae;Juss.;Digitalis;Tourn. ex L.;;purpurea;L.;;;;;;;;XX0G19810330;Entretien général et dendrologie
19810322I0;Convallaria majalis L.;Asparagaceae;Juss.;Convallaria;L.;;majalis;L.;;;;;;;;XX0G19810322;Entretien général et dendrologie
19810315I0;Thymus vulgaris L.;Lamiaceae;Martinov;Thymus;L.;;vulgaris;L.;;;;;;;;XX0G19810315;Entretien général et dendrologie
19810321I0;Calendula officinalis L.;Asteraceae;Giseke;Calendula;L.;;officinalis;L.;;;;;;;;XX0G19810321;Entretien général et dendrologie
19810175I0;Smilax hispida Torr.;Smilacaceae;Vent.;Smilax;L.;;hispida;Torr.;;;;;;;;XX0G19810175;Entretien général et dendrologie
19810298I0;Cynara scolymus L.;Asteraceae;Giseke;Cynara;L.;;scolymus;L.;;;;;;;;XX0G19810298;Entretien général et dendrologie
19810179I0;Sinapis alba L.;Brassicaceae;Burnett;Sinapis;L.;;alba;L.;;;;;;;;XX0G19810179;Entretien général et dendrologie
19810127I0;Veratrum nigrum L.;Melanthiaceae;Batsch ex Borkh.;Veratrum;L.;;nigrum;L.;;;;;;;;XX0G19810127;Entretien général et dendrologie
19810135I0;Nigella arvensis L.;Ranunculaceae;Juss.;Nigella;L.;;arvensis;L.;;;;;;;;XX0G19810135;Entretien général et dendrologie
19810302I0;Dryopteris filix-mas (L.) Schott;Dryopteridaceae;Herter;Dryopteris;Adans.;;filix-mas;(L.) Schott;;;;;;;;XX0G19810302;Entretien général et dendrologie
19810132I0;Aethusa cynapium L.;Apiaceae;Lindl.;Aethusa;L.;;cynapium;L.;;;;;;;;XX0G19810132;Entretien général et dendrologie
19810138I0;Euphorbia lathyris L.;Euphorbiaceae;Juss.;Euphorbia;L.;;lathyris;L.;;;;;;;;XX0G19810138;Entretien général et dendrologie
19810162I0;Polygonum chinense L.;Polygonaceae;Juss.;Polygonum;L.;;chinense;L.;;;;;;;;XX0G19810162;Entretien général et dendrologie
