"Accepted.Name","Is.Dead","Accession.Number","Catalogue.Number","TaxonomicName","Genus","Family","Provenance.Code","Legacy.Provenance.Code","Country.ISO","Last.Seen.On","target"
"Psorospermum","ALIVE","2008-2168","K:LCD-2008-2168*1","Psorospermum","Psorospermum","Hypericaceae","","N - Natural Source and Progeny","Madagascar","12-01-2023","genus"
"Psorospermum malifolium","ALIVE","2016-2411","K:LCD-2016-2411*2","Psorospermum malifolium","Psorospermum","Hypericaceae","","N - Natural Source and Progeny","Madagascar","03-07-2023","genus"
"Psydrax austro-orientalis","ALIVE","2008-604","K:LCD-2008-604*1","Psydrax austro-orientalis","Psydrax","Rubiaceae","","N - Natural Source and Progeny","Madagascar","13-01-2023","genus"
"Pterocactus","ALIVE","1985-519","K:LCD-1985-519*1","Pterocactus","Pterocactus","Cactaceae","","N - Natural Source and Progeny","Argentina","17-11-2017","genus"
"Pterocactus","ALIVE","2024-1197","K:LCD-2024-1197*1","Pterocactus","Pterocactus","Cactaceae","","","","01-07-2024","genus"
"Pterocactus","ALIVE","2024-1199","K:LCD-2024-1199*1","Pterocactus","Pterocactus","Cactaceae","","","","01-07-2024","genus"
"Pterocactus araucanus","ALIVE","1985-521","K:LCD-1985-521*1","Pterocactus araucanus","Pterocactus","Cactaceae","","","","24-01-2023","genus"
"Pterocactus fischeri","ALIVE","2023-1401","K:LCD-2023-1401*1","Pterocactus fischeri","Pterocactus","Cactaceae","","","","11-07-2023","genus"
"Pterocactus gonjianii","ALIVE","1985-528","K:LCD-1985-528*2","Pterocactus gonjianii","Pterocactus","Cactaceae","","N - Natural Source and Progeny","Argentina","24-01-2023","genus"
"Pterocactus megliolii","ALIVE","2023-0872","K:LCD-2023-0872*1","Pterocactus megliolii","Pterocactus","Cactaceae","","","","10-05-2023","genus"
"Pterocactus tuberosus","ALIVE","2007-1140","K:LCD-2007-1140*1","Pterocactus tuberosus","Pterocactus","Cactaceae","","","","24-01-2023","genus"
"Pterocactus tuberosus","ALIVE","1962-44040","K:LCD-1962-44040*1","Pterocactus tuberosus","Pterocactus","Cactaceae","","","","24-01-2023","genus"
"Pterocactus tuberosus","ALIVE","1997-6323","K:LCD-1997-6323*1","Pterocactus tuberosus","Pterocactus","Cactaceae","","N - Natural Source and Progeny","Argentina","14-01-2025","genus"
"Pterocactus tuberosus","ALIVE","2004-3142","K:LCD-2004-3142*1","Pterocactus tuberosus","Pterocactus","Cactaceae","","","","17-11-2017","genus"
"Pterocactus tuberosus","ALIVE","1997-6322","K:LCD-1997-6322*1","Pterocactus tuberosus","Pterocactus","Cactaceae","","N - Natural Source and Progeny","Argentina","14-01-2025","genus"
"Pterocactus tuberosus","ALIVE","1973-14766","K:LCD-1973-14766*1","Pterocactus tuberosus","Pterocactus","Cactaceae","","","","24-01-2023","genus"
"Pterocactus tuberosus","ALIVE","1985-522","K:LCD-1985-522*1","Pterocactus tuberosus","Pterocactus","Cactaceae","","","","24-01-2023","genus"
"Pterocactus tuberosus","ALIVE","1966-40620","K:LCD-1966-40620*1","Pterocactus tuberosus","Pterocactus","Cactaceae","","","","24-01-2023","genus"
"Pterocelastrus tricuspidatus","ALIVE","1971-2136","K:LCD-1971-2136*3","Pterocelastrus tricuspidatus","Pterocelastrus","Celastraceae",NA,"N - Natural Source and Progeny","South Africa","09-01-2025","family"
"Pterocelastrus tricuspidatus","ALIVE","1971-2136","K:LCD-1971-2136*1","Pterocelastrus tricuspidatus","Pterocelastrus","Celastraceae","","N - Natural Source and Progeny","South Africa","16-12-2024","family"
"Pterodiscus ruspolii","ALIVE","2024-0916","K:LCD-2024-0916*1","Pterodiscus ruspolii","Pterodiscus","Pedaliaceae","","","","02-10-2024","genus"
"Pterospermum acerifolium","ALIVE","1973-12674","K:LCD-1973-12674*2","Pterospermum acerifolium","Pterospermum","Malvaceae","","","","10-06-2025","genus"
"Pterospermum pecteniforme","ALIVE","2025-805","K:LCD-2025-805*2","Pterospermum pecteniforme","Pterospermum","Malvaceae","W - Wild","","Thailand","03-07-2025","genus"
"Pygmaeocereus bylesianus","ALIVE","2001-3891","K:LCD-2001-3891*1","Pygmaeocereus bylesianus","Pygmaeocereus","Cactaceae","","","","24-01-2023","genus"
"Pygmaeocereus bylesianus","ALIVE","1981-4719","K:LCD-1981-4719*1","Pygmaeocereus bylesianus","Pygmaeocereus","Cactaceae","","","","24-01-2023","genus"
"Pygmaeocereus bylesianus","ALIVE","2007-1498","K:LCD-2007-1498*1","Pygmaeocereus bylesianus","Pygmaeocereus","Cactaceae","","","","30-06-2023","genus"
"Pyrostria revoluta","ALIVE","2008-1920","K:LCD-2008-1920*1","Pyrostria revoluta","Pyrostria","Rubiaceae","","N - Natural Source and Progeny","","19-03-2025","genus"
"Pyrostria revoluta","ALIVE","2010-2017","K:LCD-2010-2017*1","Pyrostria revoluta","Pyrostria","Rubiaceae","","N - Natural Source and Progeny","Mauritius","22-12-2023","genus"
"Pyrostria revoluta","ALIVE","1981-6383","K:LCD-1981-6383*1","Pyrostria revoluta","Pyrostria","Rubiaceae","","N - Natural Source and Progeny","Mauritius","19-03-2025","genus"
"Pyrostria revoluta","ALIVE","2010-2017","K:LCD-2010-2017*2","Pyrostria revoluta","Pyrostria","Rubiaceae","","N - Natural Source and Progeny","Mauritius","22-12-2023","genus"
"Quiabentia verticillata","ALIVE","1966-40621","K:LCD-1966-40621*2","Quiabentia verticillata","Quiabentia","Cactaceae","","","","13-02-2024","genus"
"Quiabentia zehntneri","ALIVE","2023-1693","K:LCD-2023-1693*1","Quiabentia zehntneri","Quiabentia","Cactaceae","","","","13-02-2024","genus"
"Ramosmania rodriguesii","ALIVE","2006-1278","K:LCD-2006-1278*1","Ramosmania rodriguesii","Ramosmania","Rubiaceae","","N - Natural Source and Progeny","Mauritius","20-12-2023","genus"
"Ramosmania rodriguesii","ALIVE","2006-1275","K:LCD-2006-1275*1","Ramosmania rodriguesii","Ramosmania","Rubiaceae","","N - Natural Source and Progeny","Mauritius","20-12-2023","genus"
"Ramosmania rodriguesii","ALIVE","2006-1273","K:LCD-2006-1273*1","Ramosmania rodriguesii","Ramosmania","Rubiaceae","","N - Natural Source and Progeny","Mauritius","20-12-2023","genus"
"Ramosmania rodriguesii","ALIVE","2006-1271","K:LCD-2006-1271*1","Ramosmania rodriguesii","Ramosmania","Rubiaceae","","N - Natural Source and Progeny","Mauritius","20-12-2023","genus"
"Ramosmania rodriguesii","ALIVE","2006-1272","K:LCD-2006-1272*1","Ramosmania rodriguesii","Ramosmania","Rubiaceae","","N - Natural Source and Progeny","Mauritius","20-12-2023","genus"
"Ramosmania rodriguesii","ALIVE","2006-1283","K:LCD-2006-1283*1","Ramosmania rodriguesii","Ramosmania","Rubiaceae","","N - Natural Source and Progeny","Mauritius","20-12-2023","genus"
"Ramosmania rodriguesii","ALIVE","2006-1277","K:LCD-2006-1277*1","Ramosmania rodriguesii","Ramosmania","Rubiaceae","","N - Natural Source and Progeny","Mauritius","20-12-2023","genus"
"Ramosmania rodriguesii","ALIVE","2006-1280","K:LCD-2006-1280*1","Ramosmania rodriguesii","Ramosmania","Rubiaceae","","N - Natural Source and Progeny","Mauritius","20-12-2023","genus"
"Ramosmania rodriguesii","ALIVE","2006-1279","K:LCD-2006-1279*1","Ramosmania rodriguesii","Ramosmania","Rubiaceae","","N - Natural Source and Progeny","Mauritius","20-12-2023","genus"
"Ramosmania rodriguesii","ALIVE","1986-2514","K:LCD-1986-2514*1","Ramosmania rodriguesii","Ramosmania","Rubiaceae","","N - Natural Source and Progeny","Mauritius","05-10-2024","genus"
"Ramosmania rodriguesii","ALIVE","2006-1276","K:LCD-2006-1276*1","Ramosmania rodriguesii","Ramosmania","Rubiaceae","","N - Natural Source and Progeny","Mauritius","20-12-2023","genus"
"Ramosmania rodriguesii","ALIVE","2006-1282","K:LCD-2006-1282*1","Ramosmania rodriguesii","Ramosmania","Rubiaceae","","N - Natural Source and Progeny","Mauritius","20-12-2023","genus"
"Ramosmania rodriguesii","ALIVE","2010-1414","K:LCD-2010-1414*2","Ramosmania rodriguesii","Ramosmania","Rubiaceae","","N - Natural Source and Progeny","Mauritius","20-12-2023","genus"
"Ramosmania rodriguesii","ALIVE","2006-1281","K:LCD-2006-1281*1","Ramosmania rodriguesii","Ramosmania","Rubiaceae","","N - Natural Source and Progeny","Mauritius","20-12-2023","genus"
"Ramosmania rodriguesii","ALIVE","2006-1270","K:LCD-2006-1270*1","Ramosmania rodriguesii","Ramosmania","Rubiaceae","","N - Natural Source and Progeny","Mauritius","20-12-2023","genus"
"Rapicactus subterraneus","ALIVE","2024-1725","K:LCD-2024-1725*1","Rapicactus subterraneus","Rapicactus","Cactaceae","","","","15-10-2024","genus"
"Reevesia thyrsoidea","ALIVE","1966-33604","K:LCD-1966-33604*1","Reevesia thyrsoidea","Reevesia","Malvaceae",NA,"","","20-01-2025","genus"
"Reinwardtia cicanoba","ALIVE","1973-12448","K:LCD-1973-12448*1","Reinwardtia cicanoba","Reinwardtia","Linaceae",NA,"","","08-11-2023","genus"
"Rhinacanthus gracilis","ALIVE","1990-1688","K:LCD-1990-1688*1","Rhinacanthus gracilis","Rhinacanthus","Acanthaceae",NA,"N - Natural Source and Progeny","South Africa","09-01-2025","genus"
"Rhombophyllum dolabriforme","ALIVE","1997-6025","K:LCD-1997-6025*1","Rhombophyllum dolabriforme","Rhombophyllum","Aizoaceae","","N - Natural Source and Progeny","South Africa","19-12-2023","genus"
"Rhopalocarpus lucidus","ALIVE","2016-1526","K:LCD-2016-1526*1","Rhopalocarpus lucidus","Rhopalocarpus","Sphaerosepalaceae","","N - Natural Source and Progeny","Madagascar","12-01-2023","genus"
"Rhopalocarpus lucidus","ALIVE","2016-1526","K:LCD-2016-1526*1","Rhopalocarpus lucidus","Rhopalocarpus","Sphaerosepalaceae","","N - Natural Source and Progeny","Madagascar","12-01-2023","family"
"Rhopalocarpus lucidus","ALIVE","2016-1525","K:LCD-2016-1525*3","Rhopalocarpus lucidus","Rhopalocarpus","Sphaerosepalaceae","","N - Natural Source and Progeny","Madagascar","28-10-2022","genus"
"Rhopalocarpus lucidus","ALIVE","2016-1525","K:LCD-2016-1525*3","Rhopalocarpus lucidus","Rhopalocarpus","Sphaerosepalaceae","","N - Natural Source and Progeny","Madagascar","28-10-2022","family"
"Rhopalocarpus lucidus","ALIVE","2016-1525","K:LCD-2016-1525*1","Rhopalocarpus lucidus","Rhopalocarpus","Sphaerosepalaceae",NA,"N - Natural Source and Progeny","Madagascar","15-08-2023","genus"
"Rhopalocarpus lucidus","ALIVE","2016-1525","K:LCD-2016-1525*1","Rhopalocarpus lucidus","Rhopalocarpus","Sphaerosepalaceae",NA,"N - Natural Source and Progeny","Madagascar","15-08-2023","family"
"Ripogonum album","ALIVE","1987-8058","K:LCD-1987-8058*1","Ripogonum album","Ripogonum","Ripogonaceae",NA,"N - Natural Source and Progeny","Australia","28-12-2024","family"
"Ripogonum album","ALIVE","1987-8058","K:LCD-1987-8058*1","Ripogonum album","Ripogonum","Ripogonaceae",NA,"N - Natural Source and Progeny","Australia","28-12-2024","genus"
"Rojasianthe superba","ALIVE","2024-1532","K:LCD-2024-1532*1","Rojasianthe superba","Rojasianthe","Asteraceae","","","","14-01-2025","genus"
"Rokautskyia microglazioui","ALIVE","2002-620","K:LCD-2002-620*1","Rokautskyia microglazioui","Rokautskyia","Bromeliaceae","","","","21-03-2023","genus"
"Roussea simplex","ALIVE","2010-1954","K:LCD-2010-1954*1","Roussea simplex","Roussea","Rousseaceae","","N - Natural Source and Progeny","Mauritius","12-05-2023","genus"
"Saba comorensis","ALIVE","1973-12046","K:LCD-1973-12046*2","Saba comorensis","Saba","Apocynaceae","","","","10-06-2025","genus"
"Sacoila lanceolata","ALIVE","2024-1065","K:LCD-2024-1065*1","Sacoila lanceolata","Sacoila","Orchidaceae","","","","04-11-2024","genus"
"Sageretia hamosa","ALIVE","1985-4492","K:LCD-1985-4492*2","Sageretia hamosa","Sageretia","Rhamnaceae",NA,"N - Natural Source and Progeny","China","20-05-2024","genus"
"Salvadora persica","ALIVE","1973-12748","K:LCD-1973-12748*2","Salvadora persica","Salvadora","Salvadoraceae","","","","10-06-2025","genus"
"Salvadora persica","ALIVE","1973-12748","K:LCD-1973-12748*2","Salvadora persica","Salvadora","Salvadoraceae","","","","10-06-2025","family"
"Salvadoropsis arenicola","ALIVE","2009-142","K:LCD-2009-142*1","Salvadoropsis arenicola","Salvadoropsis","Celastraceae","","N - Natural Source and Progeny","Madagascar","12-01-2023","family"
"Saranthe","ALIVE","1981-2375","K:LCD-1981-2375*2","Saranthe","Saranthe","Marantaceae","","","","19-05-2022","genus"
"Saranthe leptostachya","ALIVE","1981-4224","K:LCD-1981-4224*1","Saranthe leptostachya","Saranthe","Marantaceae","","","","19-05-2022","genus"
"Sarcanthopsis hansemannii","ALIVE","1975-4171","K:LCD-1975-4171*3","Sarcanthopsis hansemannii","Sarcanthopsis","Orchidaceae","","N - Natural Source and Progeny","Papua New Guinea","12-10-2023","genus"
"Sarcoglottis grandiflora","ALIVE","1999-3026","K:LCD-1999-3026*1","Sarcoglottis grandiflora","Sarcoglottis","Orchidaceae","","","Ecuador","28-10-2024","genus"
"Sarcolaena oblongifolia","ALIVE","2020-1117","K:LCD-2020-1117*1","Sarcolaena oblongifolia","Sarcolaena","Sarcolaenaceae","","N - Natural Source and Progeny","Madagascar","12-01-2023","family"
"Sarcolaena oblongifolia","ALIVE","2020-1117","K:LCD-2020-1117*1","Sarcolaena oblongifolia","Sarcolaena","Sarcolaenaceae","","N - Natural Source and Progeny","Madagascar","12-01-2023","genus"
"Sarcomelicope simplicifolia subsp. simplicifolia","ALIVE","1985-794","K:LCD-1985-794*1","Sarcomelicope simplicifolia subsp. simplicifolia","Sarcomelicope","Rutaceae",NA,"N - Natural Source and Progeny","Australia","28-07-2022","genus"
"Sarmienta scandens","ALIVE","1994-3147","K:LCD-1994-3147*1","Sarmienta scandens","Sarmienta","Gesneriaceae","","N - Natural Source and Progeny","","14-01-2025","genus"
"Schiedea globosa","ALIVE","2009-1725","K:LCD-2009-1725*1","Schiedea globosa","Schiedea","Caryophyllaceae","","","","12-01-2025","genus"
"Schizolaena parviflora","ALIVE","2020-1158","K:LCD-2020-1158*1","Schizolaena parviflora","Schizolaena","Sarcolaenaceae","","N - Natural Source and Progeny","Madagascar","12-05-2023","genus"
"Schizolaena parviflora","ALIVE","2020-1158","K:LCD-2020-1158*1","Schizolaena parviflora","Schizolaena","Sarcolaenaceae","","N - Natural Source and Progeny","Madagascar","12-05-2023","family"
"Schizolaena parviflora","ALIVE","2007-1650","K:LCD-2007-1650*1","Schizolaena parviflora","Schizolaena","Sarcolaenaceae","","N - Natural Source and Progeny","Madagascar","26-01-2024","genus"
"Schizolaena parviflora","ALIVE","2007-1650","K:LCD-2007-1650*1","Schizolaena parviflora","Schizolaena","Sarcolaenaceae","","N - Natural Source and Progeny","Madagascar","26-01-2024","family"
"Schlechteranthus","ALIVE","2021-1009","K:LCD-2021-1009*1","Schlechteranthus","Schlechteranthus","Aizoaceae","","N - Natural Source and Progeny","South Africa","19-12-2023","genus"
"Schlechteranthus maximiliani","ALIVE","2021-740","K:LCD-2021-740*1","Schlechteranthus maximiliani","Schlechteranthus","Aizoaceae","","N - Natural Source and Progeny","South Africa","19-12-2023","genus"
"Schlechteranthus pungens","ALIVE","2021-838","K:LCD-2021-838*1","Schlechteranthus pungens","Schlechteranthus","Aizoaceae","","N - Natural Source and Progeny","South Africa","19-12-2023","genus"
"Schlechteranthus steenbokensis","ALIVE","2024-1561","K:LCD-2024-1561*1","Schlechteranthus steenbokensis","Schlechteranthus","Aizoaceae","","N - Natural Source and Progeny","South Africa","02-09-2024","genus"
"Schlechteranthus stylosus","ALIVE","2021-730","K:LCD-2021-730*1","Schlechteranthus stylosus","Schlechteranthus","Aizoaceae","","N - Natural Source and Progeny","South Africa","08-11-2021","genus"
"Schlegelia violacea","ALIVE","1979-3114","K:LCD-1979-3114*1","Schlegelia violacea","Schlegelia","Schlegeliaceae","","N - Natural Source and Progeny","Guyana","15-03-2024","genus"
"Schlegelia violacea","ALIVE","1979-3114","K:LCD-1979-3114*1","Schlegelia violacea","Schlegelia","Schlegeliaceae","","N - Natural Source and Progeny","Guyana","15-03-2024","family"
"Schrebera alata","ALIVE","1969-18826","K:LCD-1969-18826*1","Schrebera alata","Schrebera","Oleaceae",NA,"","","15-02-2024","genus"
"Sclerocarya birrea","ALIVE","2001-3253","K:LCD-2001-3253*2","Sclerocarya birrea","Sclerocarya","Anacardiaceae","","N - Natural Source and Progeny","Senegal","13-02-2024","genus"
"Scoliopus bigelovii","ALIVE","1976-1909","K:LCD-1976-1909*4","Scoliopus bigelovii","Scoliopus","Liliaceae","","","","30-01-2019","genus"
"Scolopia heterophylla","ALIVE","2012-679","K:LCD-2012-679*1","Scolopia heterophylla","Scolopia","Salicaceae","","N - Natural Source and Progeny","Mauritius","26-06-2012","genus"
"Semecarpus curtisii","ALIVE","2015-2229","K:LCD-2015-2229*2","Semecarpus curtisii","Semecarpus","Anacardiaceae","","N - Natural Source and Progeny","","22-12-2023","genus"
"Semele androgyna","ALIVE","1973-12432","K:LCD-1973-12432*1","Semele androgyna","Semele","Asparagaceae",NA,"","","29-01-2024","genus"
"Sesbania tomentosa","ALIVE","2023-1172","K:LCD-2023-1172*1","Sesbania tomentosa","Sesbania","Fabaceae","","","","03-07-2023","genus"
"Sibthorpia peregrina","ALIVE","1982-1912","K:LCD-1982-1912*1","Sibthorpia peregrina","Sibthorpia","Plantaginaceae",NA,"N - Natural Source and Progeny","Portugal","14-10-2024","genus"
"Sievekingia reichenbachiana","ALIVE","2022-1730","K:LCD-2022-1730*1","Sievekingia reichenbachiana","Sievekingia","Orchidaceae","","","","28-11-2022","genus"
"Sievekingia suavis","ALIVE","2022-1724","K:LCD-2022-1724*1","Sievekingia suavis","Sievekingia","Orchidaceae","","","","28-11-2022","genus"
"Sinobambusa tootsik","ALIVE","1973-12243","K:LCD-1973-12243*1","Sinobambusa tootsik","Sinobambusa","Poaceae",NA,"","","20-01-2025","genus"
"Siolmatra","ALIVE","1991-602","K:LCD-1991-602*1","Siolmatra","Siolmatra","Cucurbitaceae","","","Brazil","13-02-2024","genus"
"Siolmatra brasiliensis","ALIVE","1998-3503","K:LCD-1998-3503*1","Siolmatra brasiliensis","Siolmatra","Cucurbitaceae","","N - Natural Source and Progeny","Brazil","14-02-2024","genus"
"Siphonochilus kirkii","ALIVE","1964-74201","K:LCD-1964-74201*1","Siphonochilus kirkii","Siphonochilus","Zingiberaceae","","N - Natural Source and Progeny","","01-03-2022","genus"
"Siphonochilus kirkii","ALIVE","1980-3977","K:LCD-1980-3977*1","Siphonochilus kirkii","Siphonochilus","Zingiberaceae","","","Malawi","09-02-2024","genus"
"Siphonochilus kirkii","ALIVE","1957-46113","K:LCD-1957-46113*1","Siphonochilus kirkii","Siphonochilus","Zingiberaceae","","","","01-03-2022","genus"
"Sloanea","ALIVE","1985-4304","K:LCD-1985-4304*1","Sloanea","Sloanea","Elaeocarpaceae","","N - Natural Source and Progeny","China","05-12-2024","genus"
"Solanecio buchwaldii","ALIVE","1977-5421","K:LCD-1977-5421*2","Solanecio buchwaldii","Solanecio","Asteraceae","","N - Natural Source and Progeny","Kenya","12-06-2024","genus"
"Souroubea guianensis","ALIVE","1933-41201","K:LCD-1933-41201*1","Souroubea guianensis","Souroubea","Marcgraviaceae","","","","15-03-2023","genus"
"Squamopappus skutchii","ALIVE","2024-1531","K:LCD-2024-1531*1","Squamopappus skutchii","Squamopappus","Asteraceae","","","","14-01-2025","genus"
"Stapeliopsis neronis","ALIVE","2021-644","K:LCD-2021-644*1","Stapeliopsis neronis","Stapeliopsis","Apocynaceae","","N - Natural Source and Progeny","South Africa","19-02-2024","genus"
"Stayneria neilii","ALIVE","1969-2910","K:LCD-1969-2910*1","Stayneria neilii","Stayneria","Aizoaceae","","","","19-12-2023","genus"
"Stayneria neilii","ALIVE","1969-2910","K:LCD-1969-2910*2","Stayneria neilii","Stayneria","Aizoaceae","","","","19-12-2023","genus"
"Stemona tuberosa","ALIVE","1996-4308","K:LCD-1996-4308*1","Stemona tuberosa","Stemona","Stemonaceae","","N - Natural Source and Progeny","Thailand","23-12-2023","genus"
"Stemona tuberosa","ALIVE","1996-4308","K:LCD-1996-4308*1","Stemona tuberosa","Stemona","Stemonaceae","","N - Natural Source and Progeny","Thailand","23-12-2023","family"
"Stillingia lineata","ALIVE","2015-440","K:LCD-2015-440*3","Stillingia lineata","Stillingia","Euphorbiaceae","","N - Natural Source and Progeny","Mauritius","22-12-2020","genus"
"Stillingia lineata","ALIVE","2015-440","K:LCD-2015-440*2","Stillingia lineata","Stillingia","Euphorbiaceae","","N - Natural Source and Progeny","Mauritius","08-11-2017","genus"
"Stillingia lineata","ALIVE","2015-440","K:LCD-2015-440*4","Stillingia lineata","Stillingia","Euphorbiaceae","","N - Natural Source and Progeny","Mauritius","29-07-2022","genus"
"Stoebe plumosa","ALIVE","1993-2913","K:LCD-1993-2913*1","Stoebe plumosa","Stoebe","Asteraceae","","N - Natural Source and Progeny","South Africa","16-12-2024","genus"
"Stoeberia arborea","ALIVE","2021-120","K:LCD-2021-120*1","Stoeberia arborea","Stoeberia","Aizoaceae","","N - Natural Source and Progeny","South Africa","21-02-2024","genus"
"Stoeberia beetzii","ALIVE","2021-113","K:LCD-2021-113*1","Stoeberia beetzii","Stoeberia","Aizoaceae","","N - Natural Source and Progeny","South Africa","19-12-2023","genus"
"Stoeberia frutescens","ALIVE","2015-2979","K:LCD-2015-2979*1","Stoeberia frutescens","Stoeberia","Aizoaceae","","N - Natural Source and Progeny","","19-12-2023","genus"
"Stoeberia giftbergensis","ALIVE","2020-900","K:LCD-2020-900*1","Stoeberia giftbergensis","Stoeberia","Aizoaceae","","N - Natural Source and Progeny","South Africa","20-05-2025","genus"
"Stoeberia utilis","ALIVE","2021-1022","K:LCD-2021-1022*1","Stoeberia utilis","Stoeberia","Aizoaceae","","N - Natural Source and Progeny","South Africa","19-07-2024","genus"
"Stomatium","ALIVE","2015-2126","K:LCD-2015-2126*1","Stomatium","Stomatium","Aizoaceae","","N - Natural Source and Progeny","","08-09-2022","genus"
"Stomatium bryantii","ALIVE","2003-593","K:LCD-2003-593*1","Stomatium bryantii","Stomatium","Aizoaceae","","","","19-12-2023","genus"
"Stomatium bryantii","ALIVE","2003-593","K:LCD-2003-593*2","Stomatium bryantii","Stomatium","Aizoaceae","","","","19-12-2023","genus"
"Stomatium duthieae","ALIVE","2003-594","K:LCD-2003-594*1","Stomatium duthieae","Stomatium","Aizoaceae","","","","19-12-2023","genus"
"Stomatium villetii","ALIVE","2003-444","K:LCD-2003-444*1","Stomatium villetii","Stomatium","Aizoaceae","","N - Natural Source and Progeny","","19-12-2023","genus"
"Stomatium villetii","ALIVE","2004-2763","K:LCD-2004-2763*1","Stomatium villetii","Stomatium","Aizoaceae","","N - Natural Source and Progeny","","19-12-2023","genus"
"Stylochaeton bogneri","ALIVE","1969-351","K:LCD-1969-351*1","Stylochaeton bogneri","Stylochaeton","Araceae","","N - Natural Source and Progeny","Tanzania","30-03-2023","genus"
"Stylochaeton bogneri","ALIVE","1968-30101","K:LCD-1968-30101*1","Stylochaeton bogneri","Stylochaeton","Araceae","","N - Natural Source and Progeny","Tanzania","19-03-2024","genus"
"Stylochaeton bogneri","ALIVE","1993-1936","K:LCD-1993-1936*1","Stylochaeton bogneri","Stylochaeton","Araceae","","N - Natural Source and Progeny","Tanzania","30-03-2023","genus"
"Stylochaeton bogneri","ALIVE","1956-23101","K:LCD-1956-23101*1","Stylochaeton bogneri","Stylochaeton","Araceae","","N - Natural Source and Progeny","Tanzania","30-03-2023","genus"
"Suberogerens cyclophylla","ALIVE","2025-477","K:LCD-2025-477*1","Suberogerens cyclophylla","Suberogerens","Apocynaceae","G - Garden","","","22-04-2025","genus"
"Suberogerens cyclophylla","ALIVE","2025-477","K:LCD-2025-477*2","Suberogerens cyclophylla","Suberogerens","Apocynaceae","G - Garden","","","06-05-2025","genus"
"Suberogerens cyclophylla","ALIVE","2025-477","K:LCD-2025-477*3","Suberogerens cyclophylla","Suberogerens","Apocynaceae","G - Garden","","","22-04-2025","genus"
"Synandrospadix vermitoxicus","ALIVE","1973-19870","K:LCD-1973-19870*3","Synandrospadix vermitoxicus","Synandrospadix","Araceae","","","","19-06-2025","genus"
"Synandrospadix vermitoxicus","ALIVE","1973-19870","K:LCD-1973-19870*2","Synandrospadix vermitoxicus","Synandrospadix","Araceae",NA,"","","29-07-2022","genus"
"Tacazzea apiculata","ALIVE","1982-271","K:LCD-1982-271*1","Tacazzea apiculata","Tacazzea","Apocynaceae","","N - Natural Source and Progeny","South Africa","22-12-2020","genus"
"Tainia","ALIVE","2023-1330","K:LCD-2023-1330*1","Tainia","Tainia","Orchidaceae","","N - Natural Source and Progeny","","18-06-2024","genus"
"Tainia latifolia","ALIVE","2013-1715","K:LCD-2013-1715*1","Tainia latifolia","Tainia","Orchidaceae","","N - Natural Source and Progeny","","10-12-2024","genus"
"Tainia latifolia","ALIVE","2013-1715","K:LCD-2013-1715*4","Tainia latifolia","Tainia","Orchidaceae","","N - Natural Source and Progeny","","13-04-2022","genus"
"Tainia obpandurata","ALIVE","2023-0531","K:LCD-2023-0531*1","Tainia obpandurata","Tainia","Orchidaceae","","","","11-09-2023","genus"
"Tainia wrayana","ALIVE","2022-1652","K:LCD-2022-1652*1","Tainia wrayana","Tainia","Orchidaceae","","","","11-09-2023","genus"
"Tambourissa purpurea","ALIVE","2009-249","K:LCD-2009-249*1","Tambourissa purpurea","Tambourissa","Monimiaceae","","N - Natural Source and Progeny","Madagascar","21-10-2023","genus"
"Tambourissa quadrifida","ALIVE","2008-1892","K:LCD-2008-1892*2","Tambourissa quadrifida","Tambourissa","Monimiaceae","","N - Natural Source and Progeny","Mauritius","15-03-2023","genus"
"Tambourissa quadrifida","ALIVE","2008-1892","K:LCD-2008-1892*1","Tambourissa quadrifida","Tambourissa","Monimiaceae","","N - Natural Source and Progeny","Mauritius","21-12-2023","genus"
"Tambourissa tetragona","ALIVE","2010-2035","K:LCD-2010-2035*1","Tambourissa tetragona","Tambourissa","Monimiaceae","","N - Natural Source and Progeny","","22-12-2022","genus"
"Tanquana","ALIVE","2014-712","K:LCD-2014-712*1","Tanquana","Tanquana","Aizoaceae","","","","19-12-2023","genus"
"Telanthophora grandifolia","ALIVE","1978-1735","K:LCD-1978-1735*1","Telanthophora grandifolia","Telanthophora","Asteraceae",NA,"N - Natural Source and Progeny","Mexico","09-01-2025","genus"
"Ternstroemia gymnanthera","ALIVE","1989-3991","K:LCD-1989-3991*2","Ternstroemia gymnanthera","Ternstroemia","Pentaphylacaceae",NA,"N - Natural Source and Progeny","Japan","24-05-2024","genus"
"Ternstroemia gymnanthera","ALIVE","1989-3991","K:LCD-1989-3991*1","Ternstroemia gymnanthera","Ternstroemia","Pentaphylacaceae",NA,"N - Natural Source and Progeny","Japan","20-05-2024","genus"
"Tetrapterocarpon septentrionale","ALIVE","2008-2483","K:LCD-2008-2483*1","Tetrapterocarpon septentrionale","Tetrapterocarpon","Fabaceae","","N - Natural Source and Progeny","Madagascar","12-01-2023","genus"
"Thecostele alata","ALIVE","2013-1577","K:LCD-2013-1577*2","Thecostele alata","Thecostele","Orchidaceae","","N - Natural Source and Progeny","","19-10-2021","genus"
"Thecostele alata","ALIVE","2013-1577","K:LCD-2013-1577*1","Thecostele alata","Thecostele","Orchidaceae","","N - Natural Source and Progeny","","16-12-2024","genus"
